"X"	"Y"	"queClase"	"clases"
-6.42	0	12	"(-6.75,-6]"
0.09	1	21	"(0,0.75]"
9.69	1	33	"(9,9.75]"
-2.94	0	17	"(-3,-2.25]"
1.99	1	23	"(1.5,2.25]"
-11.8	0	5	"(-12,-11.2]"
-5.77	1	13	"(-6,-5.25]"
14.6	1	40	"(14.2,15]"
3.8	1	26	"(3.75,4.5]"
-10.5	0	6	"(-11.2,-10.5]"
2.42	1	24	"(2.25,3]"
-3.39	0	16	"(-3.75,-3]"
-5.29	0	13	"(-6,-5.25]"
-11.4	0	5	"(-12,-11.2]"
-0.84	1	19	"(-1.5,-0.75]"
12.3	1	37	"(12,12.8]"
9.49	1	33	"(9,9.75]"
-14.3	0	1	"[-15,-14.2]"
13.7	1	39	"(13.5,14.2]"
-3.61	0	16	"(-3.75,-3]"
8.91	1	32	"(8.25,9]"
11.8	1	36	"(11.2,12]"
-10.7	0	6	"(-11.2,-10.5]"
-9.56	0	8	"(-9.75,-9]"
-4.08	1	15	"(-4.5,-3.75]"
4.16	0	26	"(3.75,4.5]"
-14.7	0	1	"[-15,-14.2]"
6.2	1	29	"(6,6.75]"
-4.36	1	15	"(-4.5,-3.75]"
1.19	0	22	"(0.75,1.5]"
-11.6	0	5	"(-12,-11.2]"
3.65	1	25	"(3,3.75]"
-6.14	0	12	"(-6.75,-6]"
-12.9	0	3	"(-13.5,-12.8]"
1.5	1	23	"(0.75,1.5]"
-8.94	0	9	"(-9,-8.25]"
3.28	0	25	"(3,3.75]"
-7.75	0	10	"(-8.25,-7.5]"
-14.1	0	2	"(-14.2,-13.5]"
7.02	1	30	"(6.75,7.5]"
8.81	1	32	"(8.25,9]"
-9.34	0	8	"(-9.75,-9]"
8.23	1	31	"(7.5,8.25]"
12.9	1	38	"(12.8,13.5]"
14	1	39	"(13.5,14.2]"
3.36	0	25	"(3,3.75]"
-11.2	0	6	"(-11.2,-10.5]"
9.83	1	34	"(9.75,10.5]"
12.7	1	37	"(12,12.8]"
5.37	1	28	"(5.25,6]"
6.4	1	29	"(6,6.75]"
6.08	1	29	"(6,6.75]"
1.16	1	22	"(0.75,1.5]"
10.3	1	34	"(9.75,10.5]"
-11.4	0	5	"(-12,-11.2]"
-12.3	0	4	"(-12.8,-12]"
-5.71	0	13	"(-6,-5.25]"
-4.96	0	14	"(-5.25,-4.5]"
-7.95	0	10	"(-8.25,-7.5]"
11.7	1	36	"(11.2,12]"
8.14	1	31	"(7.5,8.25]"
-2.7	0	17	"(-3,-2.25]"
-11.1	0	6	"(-11.2,-10.5]"
-1.88	0	18	"(-2.25,-1.5]"
-1.39	0	19	"(-1.5,-0.75]"
6.36	1	29	"(6,6.75]"
8.35	1	32	"(8.25,9]"
2.48	0	24	"(2.25,3]"
-11.6	0	5	"(-12,-11.2]"
-8.31	0	9	"(-9,-8.25]"
-6.05	0	12	"(-6.75,-6]"
-3.35	0	16	"(-3.75,-3]"
-14	0	2	"(-14.2,-13.5]"
11	1	35	"(10.5,11.2]"
-10.1	0	7	"(-10.5,-9.75]"
-9.2	0	8	"(-9.75,-9]"
14.7	1	40	"(14.2,15]"
-10.7	0	6	"(-11.2,-10.5]"
-14.8	0	1	"[-15,-14.2]"
3.39	1	25	"(3,3.75]"
-6.93	0	11	"(-7.5,-6.75]"
3.81	0	26	"(3.75,4.5]"
-5.42	0	13	"(-6,-5.25]"
0.00329	1	21	"(0,0.75]"
-5.07	0	14	"(-5.25,-4.5]"
2.39	1	24	"(2.25,3]"
-2.79	0	17	"(-3,-2.25]"
0.704	0	21	"(0,0.75]"
0.97	1	22	"(0.75,1.5]"
-11.5	0	5	"(-12,-11.2]"
-7.28	0	11	"(-7.5,-6.75]"
-3.14	1	16	"(-3.75,-3]"
12.9	1	38	"(12.8,13.5]"
0.187	1	21	"(0,0.75]"
-6.74	0	12	"(-6.75,-6]"
-13	0	3	"(-13.5,-12.8]"
2.92	1	24	"(2.25,3]"
3.2	1	25	"(3,3.75]"
-2.7	1	17	"(-3,-2.25]"
15	1	40	"(14.2,15]"
-13.5	0	3	"(-14.2,-13.5]"
-5.77	0	13	"(-6,-5.25]"
-10.5	0	6	"(-11.2,-10.5]"
-6.03	0	12	"(-6.75,-6]"
-8.63	0	9	"(-9,-8.25]"
-4.65	1	14	"(-5.25,-4.5]"
-8.67	0	9	"(-9,-8.25]"
-10.3	0	7	"(-10.5,-9.75]"
10.4	1	34	"(9.75,10.5]"
-8.24	0	10	"(-8.25,-7.5]"
1.57	1	23	"(1.5,2.25]"
-7.52	0	10	"(-8.25,-7.5]"
5.43	1	28	"(5.25,6]"
1.3	1	22	"(0.75,1.5]"
14.5	1	40	"(14.2,15]"
-7.87	0	10	"(-8.25,-7.5]"
1.11	1	22	"(0.75,1.5]"
13	1	38	"(12.8,13.5]"
-9.52	0	8	"(-9.75,-9]"
-2.7	0	17	"(-3,-2.25]"
-1.29	0	19	"(-1.5,-0.75]"
1.23	1	22	"(0.75,1.5]"
7.6	1	31	"(7.5,8.25]"
6.39	1	29	"(6,6.75]"
-11.3	0	5	"(-12,-11.2]"
-7.03	0	11	"(-7.5,-6.75]"
-2.18	1	18	"(-2.25,-1.5]"
-7.39	0	11	"(-7.5,-6.75]"
6	1	29	"(5.25,6]"
-14.6	0	1	"[-15,-14.2]"
7.31	1	30	"(6.75,7.5]"
4.24	0	26	"(3.75,4.5]"
-11.5	0	5	"(-12,-11.2]"
-13.1	0	3	"(-13.5,-12.8]"
-0.406	1	20	"(-0.75,0]"
12.5	1	37	"(12,12.8]"
-5.76	0	13	"(-6,-5.25]"
-2.38	1	17	"(-3,-2.25]"
13.6	1	39	"(13.5,14.2]"
0.713	1	21	"(0,0.75]"
-0.768	1	19	"(-1.5,-0.75]"
12.2	1	37	"(12,12.8]"
-3.95	1	15	"(-4.5,-3.75]"
13.3	1	38	"(12.8,13.5]"
-13.3	0	3	"(-13.5,-12.8]"
4.76	0	27	"(4.5,5.25]"
-3.08	1	16	"(-3.75,-3]"
1.76	0	23	"(1.5,2.25]"
-3.6	1	16	"(-3.75,-3]"
3.83	1	26	"(3.75,4.5]"
-14.4	0	1	"[-15,-14.2]"
6.79	1	30	"(6.75,7.5]"
6.74	1	29	"(6,6.75]"
-9.9	0	7	"(-10.5,-9.75]"
12.8	1	38	"(12.8,13.5]"
-9.61	0	8	"(-9.75,-9]"
-13	0	3	"(-13.5,-12.8]"
11.5	1	36	"(11.2,12]"
0.0292	1	21	"(0,0.75]"
-14.2	0	2	"(-14.2,-13.5]"
-6.26	0	12	"(-6.75,-6]"
13	1	38	"(12.8,13.5]"
-10.4	0	7	"(-10.5,-9.75]"
14.4	1	40	"(14.2,15]"
13.2	1	38	"(12.8,13.5]"
-5.37	1	13	"(-6,-5.25]"
-7.95	0	10	"(-8.25,-7.5]"
-8.83	0	9	"(-9,-8.25]"
2.44	1	24	"(2.25,3]"
-1.81	0	18	"(-2.25,-1.5]"
-7.61	0	10	"(-8.25,-7.5]"
-8.86	0	9	"(-9,-8.25]"
-2.1	0	18	"(-2.25,-1.5]"
-14.5	0	1	"[-15,-14.2]"
-12.8	0	3	"(-13.5,-12.8]"
14.4	1	40	"(14.2,15]"
-2.98	0	17	"(-3,-2.25]"
11.1	1	35	"(10.5,11.2]"
2.03	1	23	"(1.5,2.25]"
8.02	1	31	"(7.5,8.25]"
0.928	0	22	"(0.75,1.5]"
-1.83	0	18	"(-2.25,-1.5]"
8.16	1	31	"(7.5,8.25]"
-11.8	0	5	"(-12,-11.2]"
-4.15	0	15	"(-4.5,-3.75]"
-11.3	0	5	"(-12,-11.2]"
-11.7	0	5	"(-12,-11.2]"
-0.106	1	20	"(-0.75,0]"
-10.5	0	7	"(-11.2,-10.5]"
-1.05	1	19	"(-1.5,-0.75]"
-5.73	0	13	"(-6,-5.25]"
-6.75	0	12	"(-7.5,-6.75]"
-3.12	1	16	"(-3.75,-3]"
-13.8	0	2	"(-14.2,-13.5]"
10	1	34	"(9.75,10.5]"
0.697	1	21	"(0,0.75]"
-5	0	14	"(-5.25,-4.5]"
-13.2	0	3	"(-13.5,-12.8]"
13.1	1	38	"(12.8,13.5]"
9.45	1	33	"(9,9.75]"
7.24	1	30	"(6.75,7.5]"
12.6	1	37	"(12,12.8]"
-0.939	0	19	"(-1.5,-0.75]"
-7.73	0	10	"(-8.25,-7.5]"
-6.54	0	12	"(-6.75,-6]"
-7.41	0	11	"(-7.5,-6.75]"
-14.4	0	1	"[-15,-14.2]"
7.93	1	31	"(7.5,8.25]"
6.29	1	29	"(6,6.75]"
-13.8	0	2	"(-14.2,-13.5]"
6.41	1	29	"(6,6.75]"
5.98	1	28	"(5.25,6]"
-9.92	0	7	"(-10.5,-9.75]"
-6.88	0	11	"(-7.5,-6.75]"
13.3	1	38	"(12.8,13.5]"
-14.5	0	1	"[-15,-14.2]"
-1.44	1	19	"(-1.5,-0.75]"
0.859	0	22	"(0.75,1.5]"
-1.82	0	18	"(-2.25,-1.5]"
2.38	1	24	"(2.25,3]"
4.36	1	26	"(3.75,4.5]"
-4.42	1	15	"(-4.5,-3.75]"
-3.19	0	16	"(-3.75,-3]"
-0.393	0	20	"(-0.75,0]"
-12.1	0	4	"(-12.8,-12]"
3.02	0	25	"(3,3.75]"
-12.2	0	4	"(-12.8,-12]"
14.3	1	40	"(14.2,15]"
0.849	1	22	"(0.75,1.5]"
4.92	0	27	"(4.5,5.25]"
5.96	1	28	"(5.25,6]"
7.21	1	30	"(6.75,7.5]"
7.12	1	30	"(6.75,7.5]"
3.03	1	25	"(3,3.75]"
-0.0448	0	20	"(-0.75,0]"
14.9	1	40	"(14.2,15]"
7.53	1	31	"(7.5,8.25]"
-12.7	0	4	"(-12.8,-12]"
4.04	0	26	"(3.75,4.5]"
8.27	1	32	"(8.25,9]"
-9.56	0	8	"(-9.75,-9]"
10.3	1	34	"(9.75,10.5]"
-9.62	0	8	"(-9.75,-9]"
0.823	0	22	"(0.75,1.5]"
-7.9	0	10	"(-8.25,-7.5]"
4.28	1	26	"(3.75,4.5]"
-13.5	0	3	"(-14.2,-13.5]"
4.74	1	27	"(4.5,5.25]"
-11.5	0	5	"(-12,-11.2]"
5.28	1	28	"(5.25,6]"
3.08	0	25	"(3,3.75]"
10.1	1	34	"(9.75,10.5]"
0.168	0	21	"(0,0.75]"
-4.99	0	14	"(-5.25,-4.5]"
2.55	0	24	"(2.25,3]"
-13.8	0	2	"(-14.2,-13.5]"
10.5	1	35	"(9.75,10.5]"
12.6	1	37	"(12,12.8]"
-6	0	12	"(-6.75,-6]"
4.07	0	26	"(3.75,4.5]"
-12.4	0	4	"(-12.8,-12]"
14.2	1	39	"(13.5,14.2]"
13.8	1	39	"(13.5,14.2]"
-11.1	0	6	"(-11.2,-10.5]"
-12.9	0	3	"(-13.5,-12.8]"
-0.68	1	20	"(-0.75,0]"
-6.23	1	12	"(-6.75,-6]"
4.25	0	26	"(3.75,4.5]"
14	1	39	"(13.5,14.2]"
-14.6	0	1	"[-15,-14.2]"
2.28	0	24	"(2.25,3]"
-10.6	0	6	"(-11.2,-10.5]"
-11.1	0	6	"(-11.2,-10.5]"
-13.1	0	3	"(-13.5,-12.8]"
2.97	0	24	"(2.25,3]"
-11.3	0	5	"(-12,-11.2]"
-6.77	0	11	"(-7.5,-6.75]"
-5.88	0	13	"(-6,-5.25]"
-8.43	0	9	"(-9,-8.25]"
-11.6	0	5	"(-12,-11.2]"
12.7	1	37	"(12,12.8]"
12.7	1	37	"(12,12.8]"
-1.52	1	18	"(-2.25,-1.5]"
3.03	0	25	"(3,3.75]"
-14	0	2	"(-14.2,-13.5]"
-9.7	0	8	"(-9.75,-9]"
-11.5	0	5	"(-12,-11.2]"
-4.37	0	15	"(-4.5,-3.75]"
-2.32	0	17	"(-3,-2.25]"
9.08	1	33	"(9,9.75]"
14.3	1	40	"(14.2,15]"
-13.9	0	2	"(-14.2,-13.5]"
1.57	0	23	"(1.5,2.25]"
6.02	1	29	"(6,6.75]"
-8.85	0	9	"(-9,-8.25]"
-2.15	0	18	"(-2.25,-1.5]"
8.97	1	32	"(8.25,9]"
-13	0	3	"(-13.5,-12.8]"
8.5	1	32	"(8.25,9]"
-6.19	1	12	"(-6.75,-6]"
-5.89	0	13	"(-6,-5.25]"
2.48	1	24	"(2.25,3]"
6.08	1	29	"(6,6.75]"
-2.37	1	17	"(-3,-2.25]"
-2.16	0	18	"(-2.25,-1.5]"
8.91	1	32	"(8.25,9]"
12.3	1	37	"(12,12.8]"
-1.83	1	18	"(-2.25,-1.5]"
3.46	1	25	"(3,3.75]"
-10.2	0	7	"(-10.5,-9.75]"
7.73	1	31	"(7.5,8.25]"
-12.9	0	3	"(-13.5,-12.8]"
6.13	1	29	"(6,6.75]"
7.43	1	30	"(6.75,7.5]"
-8.42	0	9	"(-9,-8.25]"
-8.77	0	9	"(-9,-8.25]"
-8.94	0	9	"(-9,-8.25]"
9.37	1	33	"(9,9.75]"
-15	0	1	"[-15,-14.2]"
-6.72	0	12	"(-6.75,-6]"
13.7	1	39	"(13.5,14.2]"
14.2	1	39	"(13.5,14.2]"
-13.2	0	3	"(-13.5,-12.8]"
-2.05	0	18	"(-2.25,-1.5]"
4.69	1	27	"(4.5,5.25]"
-14.7	0	1	"[-15,-14.2]"
4.84	1	27	"(4.5,5.25]"
14.2	1	39	"(13.5,14.2]"
3.26	1	25	"(3,3.75]"
-6.1	0	12	"(-6.75,-6]"
-1.28	0	19	"(-1.5,-0.75]"
-4.89	0	14	"(-5.25,-4.5]"
11.8	1	36	"(11.2,12]"
-6.33	0	12	"(-6.75,-6]"
9.88	1	34	"(9.75,10.5]"
9.53	1	33	"(9,9.75]"
-3.67	0	16	"(-3.75,-3]"
-11.9	0	5	"(-12,-11.2]"
-10.5	0	7	"(-11.2,-10.5]"
-11.9	0	5	"(-12,-11.2]"
2.96	0	24	"(2.25,3]"
11.7	1	36	"(11.2,12]"
-5.55	0	13	"(-6,-5.25]"
-7.32	0	11	"(-7.5,-6.75]"
4.66	1	27	"(4.5,5.25]"
-10.6	0	6	"(-11.2,-10.5]"
9.38	1	33	"(9,9.75]"
-12.2	0	4	"(-12.8,-12]"
-13.1	0	3	"(-13.5,-12.8]"
12.3	1	37	"(12,12.8]"
13.1	1	38	"(12.8,13.5]"
-12.2	0	4	"(-12.8,-12]"
-9.6	0	8	"(-9.75,-9]"
-1.83	0	18	"(-2.25,-1.5]"
-5.83	0	13	"(-6,-5.25]"
-13.7	0	2	"(-14.2,-13.5]"
-11.4	0	5	"(-12,-11.2]"
4.94	1	27	"(4.5,5.25]"
-9.1	0	8	"(-9.75,-9]"
-14.1	0	2	"(-14.2,-13.5]"
4.01	1	26	"(3.75,4.5]"
-3.56	0	16	"(-3.75,-3]"
5.99	1	28	"(5.25,6]"
14.5	1	40	"(14.2,15]"
14.1	1	39	"(13.5,14.2]"
11.6	1	36	"(11.2,12]"
-6.96	0	11	"(-7.5,-6.75]"
10.9	1	35	"(10.5,11.2]"
10.5	1	34	"(9.75,10.5]"
-13.6	0	2	"(-14.2,-13.5]"
1.26	0	22	"(0.75,1.5]"
0.0888	1	21	"(0,0.75]"
-8.65	0	9	"(-9,-8.25]"
-7.44	0	11	"(-7.5,-6.75]"
-10.9	0	6	"(-11.2,-10.5]"
8.92	1	32	"(8.25,9]"
13.9	1	39	"(13.5,14.2]"
7.18	1	30	"(6.75,7.5]"
9.85	1	34	"(9.75,10.5]"
1.74	1	23	"(1.5,2.25]"
12.4	1	37	"(12,12.8]"
-2.95	0	17	"(-3,-2.25]"
14.5	1	40	"(14.2,15]"
0.109	0	21	"(0,0.75]"
3.5	1	25	"(3,3.75]"
9.52	1	33	"(9,9.75]"
9.08	1	33	"(9,9.75]"
-2.69	1	17	"(-3,-2.25]"
10.9	1	35	"(10.5,11.2]"
5.62	1	28	"(5.25,6]"
-6.49	0	12	"(-6.75,-6]"
-1.93	0	18	"(-2.25,-1.5]"
-0.233	0	20	"(-0.75,0]"
-3.64	1	16	"(-3.75,-3]"
10.1	1	34	"(9.75,10.5]"
-5.39	0	13	"(-6,-5.25]"
9.76	1	34	"(9.75,10.5]"
7.82	1	31	"(7.5,8.25]"
-1.34	0	19	"(-1.5,-0.75]"
-7.39	0	11	"(-7.5,-6.75]"
-4.87	0	14	"(-5.25,-4.5]"
-12.4	0	4	"(-12.8,-12]"
-5.67	0	13	"(-6,-5.25]"
5.95	1	28	"(5.25,6]"
-7.11	0	11	"(-7.5,-6.75]"
3.13	1	25	"(3,3.75]"
-5.35	0	13	"(-6,-5.25]"
-13.9	0	2	"(-14.2,-13.5]"
12	1	36	"(11.2,12]"
14.8	1	40	"(14.2,15]"
14.9	1	40	"(14.2,15]"
-1.3	1	19	"(-1.5,-0.75]"
-4.09	0	15	"(-4.5,-3.75]"
-14	0	2	"(-14.2,-13.5]"
-8.05	0	10	"(-8.25,-7.5]"
-14.1	0	2	"(-14.2,-13.5]"
13.9	1	39	"(13.5,14.2]"
-12.1	0	4	"(-12.8,-12]"
12.1	1	37	"(12,12.8]"
13.5	1	39	"(12.8,13.5]"
10.8	1	35	"(10.5,11.2]"
-0.715	0	20	"(-0.75,0]"
-0.406	0	20	"(-0.75,0]"
0.567	1	21	"(0,0.75]"
7.56	1	31	"(7.5,8.25]"
-11.7	0	5	"(-12,-11.2]"
12.2	1	37	"(12,12.8]"
-10.6	0	6	"(-11.2,-10.5]"
-10.6	0	6	"(-11.2,-10.5]"
-12.3	0	4	"(-12.8,-12]"
-10.3	0	7	"(-10.5,-9.75]"
-4.8	1	14	"(-5.25,-4.5]"
12.6	1	37	"(12,12.8]"
-3.38	0	16	"(-3.75,-3]"
-5.05	1	14	"(-5.25,-4.5]"
12.4	1	37	"(12,12.8]"
9.99	1	34	"(9.75,10.5]"
-10.9	0	6	"(-11.2,-10.5]"
10.9	1	35	"(10.5,11.2]"
8.44	1	32	"(8.25,9]"
12.1	1	37	"(12,12.8]"
-1.8	0	18	"(-2.25,-1.5]"
9.91	1	34	"(9.75,10.5]"
0.946	1	22	"(0.75,1.5]"
-6.42	1	12	"(-6.75,-6]"
-8.18	0	10	"(-8.25,-7.5]"
-12.7	0	4	"(-12.8,-12]"
-1.18	1	19	"(-1.5,-0.75]"
4.21	0	26	"(3.75,4.5]"
0.254	0	21	"(0,0.75]"
8.63	1	32	"(8.25,9]"
8.51	1	32	"(8.25,9]"
-11.4	0	5	"(-12,-11.2]"
-6.97	0	11	"(-7.5,-6.75]"
11.3	1	36	"(11.2,12]"
-13	0	3	"(-13.5,-12.8]"
-4.54	0	14	"(-5.25,-4.5]"
-0.964	0	19	"(-1.5,-0.75]"
-1.41	0	19	"(-1.5,-0.75]"
-5.19	1	14	"(-5.25,-4.5]"
-12.7	0	4	"(-12.8,-12]"
7.42	1	30	"(6.75,7.5]"
4.13	0	26	"(3.75,4.5]"
0.153	1	21	"(0,0.75]"
9.37	1	33	"(9,9.75]"
-0.926	0	19	"(-1.5,-0.75]"
-3.11	1	16	"(-3.75,-3]"
-8.82	0	9	"(-9,-8.25]"
-9.85	0	7	"(-10.5,-9.75]"
-6.99	0	11	"(-7.5,-6.75]"
-10	0	7	"(-10.5,-9.75]"
9.39	1	33	"(9,9.75]"
-3.81	1	15	"(-4.5,-3.75]"
13.3	1	38	"(12.8,13.5]"
10.4	1	34	"(9.75,10.5]"
4.78	1	27	"(4.5,5.25]"
0.106	1	21	"(0,0.75]"
-5.73	0	13	"(-6,-5.25]"
-3.8	0	15	"(-4.5,-3.75]"
10.9	1	35	"(10.5,11.2]"
-14.6	0	1	"[-15,-14.2]"
-0.901	1	19	"(-1.5,-0.75]"
-2.61	1	17	"(-3,-2.25]"
-9.63	0	8	"(-9.75,-9]"
4.69	1	27	"(4.5,5.25]"
10	1	34	"(9.75,10.5]"
8.13	1	31	"(7.5,8.25]"
14.4	1	40	"(14.2,15]"
9.82	1	34	"(9.75,10.5]"
-0.143	1	20	"(-0.75,0]"
-7.17	0	11	"(-7.5,-6.75]"
12.6	1	37	"(12,12.8]"
7.18	1	30	"(6.75,7.5]"
3.64	0	25	"(3,3.75]"
-8.01	0	10	"(-8.25,-7.5]"
1.21	0	22	"(0.75,1.5]"
12.8	1	38	"(12.8,13.5]"
-6.37	1	12	"(-6.75,-6]"
5.6	1	28	"(5.25,6]"
2.11	0	23	"(1.5,2.25]"
14.3	1	40	"(14.2,15]"
-11.9	0	5	"(-12,-11.2]"
7.11	1	30	"(6.75,7.5]"
0.647	1	21	"(0,0.75]"
-4.9	1	14	"(-5.25,-4.5]"
-9.21	0	8	"(-9.75,-9]"
-3.57	1	16	"(-3.75,-3]"
-2.61	1	17	"(-3,-2.25]"
10.7	1	35	"(10.5,11.2]"
-8.24	0	10	"(-8.25,-7.5]"
11.4	1	36	"(11.2,12]"
6.31	1	29	"(6,6.75]"
-1.5	0	18	"(-2.25,-1.5]"
11.4	1	36	"(11.2,12]"
-12.2	0	4	"(-12.8,-12]"
2.85	1	24	"(2.25,3]"
-6.26	0	12	"(-6.75,-6]"
-7.49	0	11	"(-7.5,-6.75]"
-1.54	0	18	"(-2.25,-1.5]"
0.181	1	21	"(0,0.75]"
7.95	1	31	"(7.5,8.25]"
-5.52	0	13	"(-6,-5.25]"
-3.27	0	16	"(-3.75,-3]"
-10.9	0	6	"(-11.2,-10.5]"
10.7	1	35	"(10.5,11.2]"
-5.64	0	13	"(-6,-5.25]"
-0.71	0	20	"(-0.75,0]"
6.2	1	29	"(6,6.75]"
10.3	1	34	"(9.75,10.5]"
-10.2	0	7	"(-10.5,-9.75]"
-11.9	0	5	"(-12,-11.2]"
-8.43	0	9	"(-9,-8.25]"
-14.7	0	1	"[-15,-14.2]"
-7.63	0	10	"(-8.25,-7.5]"
-12.4	0	4	"(-12.8,-12]"
10.5	1	35	"(9.75,10.5]"
-0.578	0	20	"(-0.75,0]"
-13.3	0	3	"(-13.5,-12.8]"
13	1	38	"(12.8,13.5]"
-3.55	0	16	"(-3.75,-3]"
-2.69	1	17	"(-3,-2.25]"
7.77	1	31	"(7.5,8.25]"
-5.72	0	13	"(-6,-5.25]"
2.06	0	23	"(1.5,2.25]"
-3.3	1	16	"(-3.75,-3]"
-7.23	0	11	"(-7.5,-6.75]"
-5.88	0	13	"(-6,-5.25]"
-8.71	0	9	"(-9,-8.25]"
-7.15	0	11	"(-7.5,-6.75]"
-8.23	0	10	"(-8.25,-7.5]"
-5.01	0	14	"(-5.25,-4.5]"
-1.58	1	18	"(-2.25,-1.5]"
0.159	1	21	"(0,0.75]"
-7.82	0	10	"(-8.25,-7.5]"
3.12	0	25	"(3,3.75]"
7.43	1	30	"(6.75,7.5]"
8.11	1	31	"(7.5,8.25]"
-12	0	4	"(-12.8,-12]"
-7.67	0	10	"(-8.25,-7.5]"
0.521	0	21	"(0,0.75]"
5.12	1	27	"(4.5,5.25]"
-11.9	0	5	"(-12,-11.2]"
-7.12	0	11	"(-7.5,-6.75]"
-4.78	0	14	"(-5.25,-4.5]"
0.415	1	21	"(0,0.75]"
3.15	1	25	"(3,3.75]"
3.87	0	26	"(3.75,4.5]"
-8.24	0	10	"(-8.25,-7.5]"
10.7	1	35	"(10.5,11.2]"
8.25	1	31	"(7.5,8.25]"
-6.09	0	12	"(-6.75,-6]"
-7.09	0	11	"(-7.5,-6.75]"
2.49	0	24	"(2.25,3]"
-13.2	0	3	"(-13.5,-12.8]"
2.99	0	24	"(2.25,3]"
-0.789	1	19	"(-1.5,-0.75]"
-6.18	0	12	"(-6.75,-6]"
-8.74	0	9	"(-9,-8.25]"
-2.24	1	18	"(-2.25,-1.5]"
-11.4	0	5	"(-12,-11.2]"
-1.94	1	18	"(-2.25,-1.5]"
9.73	1	33	"(9,9.75]"
14.2	1	39	"(13.5,14.2]"
-5.83	0	13	"(-6,-5.25]"
12.1	1	37	"(12,12.8]"
0.894	0	22	"(0.75,1.5]"
1.04	1	22	"(0.75,1.5]"
-4.89	0	14	"(-5.25,-4.5]"
6.37	1	29	"(6,6.75]"
-6.94	0	11	"(-7.5,-6.75]"
-8.95	0	9	"(-9,-8.25]"
-9.55	0	8	"(-9.75,-9]"
-8	0	10	"(-8.25,-7.5]"
-9.18	0	8	"(-9.75,-9]"
-2.41	1	17	"(-3,-2.25]"
-1.57	1	18	"(-2.25,-1.5]"
-8.01	0	10	"(-8.25,-7.5]"
6.98	1	30	"(6.75,7.5]"
5.07	1	27	"(4.5,5.25]"
-3.59	0	16	"(-3.75,-3]"
-14.1	0	2	"(-14.2,-13.5]"
-1.67	0	18	"(-2.25,-1.5]"
-5.29	0	13	"(-6,-5.25]"
14.3	1	40	"(14.2,15]"
-4.73	0	14	"(-5.25,-4.5]"
-11.4	0	5	"(-12,-11.2]"
-13.3	0	3	"(-13.5,-12.8]"
8.42	1	32	"(8.25,9]"
-12.1	0	4	"(-12.8,-12]"
-8.84	0	9	"(-9,-8.25]"
9.11	1	33	"(9,9.75]"
7.42	1	30	"(6.75,7.5]"
9.97	1	34	"(9.75,10.5]"
-11.6	0	5	"(-12,-11.2]"
-4.87	0	14	"(-5.25,-4.5]"
-8.15	0	10	"(-8.25,-7.5]"
-11.9	0	5	"(-12,-11.2]"
13.5	1	39	"(12.8,13.5]"
-12.4	0	4	"(-12.8,-12]"
-13	0	3	"(-13.5,-12.8]"
-14.1	0	2	"(-14.2,-13.5]"
-11.7	0	5	"(-12,-11.2]"
8.56	1	32	"(8.25,9]"
-12.9	0	3	"(-13.5,-12.8]"
-1.33	0	19	"(-1.5,-0.75]"
11.4	1	36	"(11.2,12]"
-12	0	4	"(-12.8,-12]"
7.43	1	30	"(6.75,7.5]"
-12.9	0	3	"(-13.5,-12.8]"
6.51	1	29	"(6,6.75]"
8.38	1	32	"(8.25,9]"
12.3	1	37	"(12,12.8]"
-5.5	0	13	"(-6,-5.25]"
12.9	1	38	"(12.8,13.5]"
5.13	1	27	"(4.5,5.25]"
4.99	1	27	"(4.5,5.25]"
-13.4	0	3	"(-13.5,-12.8]"
4.08	0	26	"(3.75,4.5]"
-7.6	0	10	"(-8.25,-7.5]"
9.62	1	33	"(9,9.75]"
-3.76	1	15	"(-4.5,-3.75]"
11.9	1	36	"(11.2,12]"
8.14	1	31	"(7.5,8.25]"
10.8	1	35	"(10.5,11.2]"
-9.17	0	8	"(-9.75,-9]"
-5.03	1	14	"(-5.25,-4.5]"
-13.6	0	2	"(-14.2,-13.5]"
-12.1	0	4	"(-12.8,-12]"
10.8	1	35	"(10.5,11.2]"
-9	0	9	"(-9.75,-9]"
-14.6	0	1	"[-15,-14.2]"
-6.19	0	12	"(-6.75,-6]"
7.76	1	31	"(7.5,8.25]"
3.49	0	25	"(3,3.75]"
6.49	1	29	"(6,6.75]"
-7.89	0	10	"(-8.25,-7.5]"
8.32	1	32	"(8.25,9]"
8.64	1	32	"(8.25,9]"
-7.65	0	10	"(-8.25,-7.5]"
-14.1	0	2	"(-14.2,-13.5]"
12	1	37	"(11.2,12]"
-6.35	0	12	"(-6.75,-6]"
3.97	1	26	"(3.75,4.5]"
-6.44	0	12	"(-6.75,-6]"
-7.95	0	10	"(-8.25,-7.5]"
8.6	1	32	"(8.25,9]"
9.97	1	34	"(9.75,10.5]"
10.5	1	34	"(9.75,10.5]"
4.49	0	26	"(3.75,4.5]"
3.98	1	26	"(3.75,4.5]"
-9.28	0	8	"(-9.75,-9]"
-7.13	0	11	"(-7.5,-6.75]"
-8.42	0	9	"(-9,-8.25]"
12.9	1	38	"(12.8,13.5]"
6.67	1	29	"(6,6.75]"
-11.6	0	5	"(-12,-11.2]"
-7.03	0	11	"(-7.5,-6.75]"
14.4	1	40	"(14.2,15]"
-12.6	0	4	"(-12.8,-12]"
11.4	1	36	"(11.2,12]"
9.97	1	34	"(9.75,10.5]"
